Compiling models...
Starting GA...
[1;32mWrote molecules to file[0m
         11222460 function calls (10852263 primitive calls) in 73.218 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 kubernetes_cluster_resolver.py:1(<module>)
       10    0.000    0.000    0.000    0.000 cfg.py:683(_process_basic_statement)
        1    0.000    0.000    0.001    0.001 py_func.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tf2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base_parser.py:1283(_is_potential_multi_index)
        1    0.000    0.000    0.000    0.000 __init__.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
       11    0.000    0.000    0.000    0.000 ast.py:1217(visit_Constant)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:683(_code_to_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 _flinalg_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequential.py:48(Sequential)
        1    0.000    0.000    0.000    0.000 metrics.py:2622(_IoUBase)
       20    0.000    0.000    0.000    0.000 node.py:343(is_keras_tensor)
        1    0.000    0.000    0.000    0.000 debugger.py:56(QuantizationDebugOptions)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
       16    0.000    0.000    0.000    0.000 test_util.py:1528(py_func_if_in_function)
        1    0.000    0.000    0.000    0.000 reconstruction_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ps_values.py:362(CachingVariable)
       45    0.000    0.000    0.000    0.000 text_format.py:1290(TryConsume)
        2    0.000    0.000    0.000    0.000 common.py:136(is_url)
       12    0.000    0.000    0.000    0.000 monomorphic_function.py:1282(record)
        2    0.000    0.000    0.000    0.000 core.py:2940(_update_from)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 std.py:576(_get_free_pos)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gru_lstm_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cropping1d.py:1(<module>)
        2    0.000    0.000    1.814    0.907 training.py:525(__call__)
       20    0.000    0.000    0.000    0.000 base_layer.py:2629(_outbound_nodes)
        8    0.000    0.000    0.000    0.000 optimizer_v2.py:880(_set_hyper)
        1    0.000    0.000    0.001    0.001 adam.py:276(NonFusedAdam)
       12    0.000    0.000    0.000    0.000 backend.py:3569(<genexpr>)
        1    0.000    0.000    0.000    0.000 builder.py:92(Builder)
        1    0.000    0.000    0.000    0.000 linear_operator_diag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tf_should_use.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1193(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        4    0.000    0.000    0.001    0.000 _strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        9    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RegisterVSpace}
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:159(Layer)
        2    0.000    0.000    0.000    0.000 keras_tensor.py:670(keras_tensor_from_type_spec)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:68(BuiltinOperator)
        1    0.000    0.000    0.000    0.000 pywrap_mlir.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_householder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:4170(IndicatorColumn)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:1(<module>)
        4    0.000    0.000    0.002    0.001 nn_ops.py:3860(softmax_v2)
        1    0.000    0.000    0.000    0.000 error_ops.py:1(<module>)
       16    0.000    0.000    0.000    0.000 device_spec.py:38(_as_device_str_or_none)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:172(Column)
        2    0.000    0.000    0.000    0.000 api.py:384(default_index)
        1    0.000    0.000    0.000    0.000 apply.py:686(FrameApply)
       36    0.000    0.000    0.000    0.000 gradients_util.py:993(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       32    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        9    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringNewCounter1}
       30    0.000    0.000    0.000    0.000 gru_lstm_utils.py:49(use_new_gru_lstm_impl)
        1    0.000    0.000    0.000    0.000 spatial_dropout2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 up_sampling2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 depthwise_conv1d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 global_average_pooling2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lite.py:939(TFLiteConverterBaseV2)
        1    0.000    0.000    0.000    0.000 absltest.py:382(_TempFile)
        8    0.000    0.000    0.000    0.000 mock.py:321(_delegating_property)
        1    0.000    0.000    0.001    0.001 user_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.002    0.002 cluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 descriptor.py:420(FieldDescriptor)
        3    0.000    0.000    0.000    0.000 blocks.py:123(maybe_split)
       10    0.000    0.000    0.000    0.000 base.py:870(_reset_identity)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 callbacks.py:622(Callback)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mode_keys.py:77(__init__)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2044(StrategyExtendedV2)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:3057(__enter__)
        1    0.000    0.000    0.000    0.000 inspect_utils.py:128(getnamespace)
        2    0.000    0.000    0.003    0.001 reaching_definitions.py:185(visit_FunctionDef)
        1    0.000    0.000    0.009    0.009 summary_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:580(ControlFlowContext)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
      110    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dynamic_ragged_shape.py:1895(_LayerBroadcaster)
        1    0.000    0.000    0.001    0.001 manip_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       16    0.000    0.000    0.000    0.000 variables.py:61(_make_getter)
        1    0.000    0.000    0.000    0.000 managers.py:751(<listcomp>)
       19    0.000    0.000    0.000    0.000 datetimes.py:113(_field_accessor)
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        1    0.000    0.000    0.000    0.000 core.py:6515(__new__)
        1    0.000    0.000    0.000    0.000 boston_housing.py:1(<module>)
        8    0.000    0.000    0.000    0.000 training.py:3574(<genexpr>)
        2    0.000    0.000    0.014    0.007 base_metric.py:648(__init__)
        3    0.000    0.000    0.000    0.000 tf_contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 method_name_updater.py:1(<module>)
        1    0.000    0.000    0.000    0.000 keras_tensor.py:40(KerasTensor)
        1    0.000    0.000    0.000    0.000 return_statements.py:1(<module>)
       32    0.000    0.000    0.000    0.000 device_spec.py:30(_as_str_or_none)
       32    0.000    0.000    0.000    0.000 context.py:1101(rewriter_toggle)
        1    0.000    0.000    0.000    0.000 rolling.py:114(BaseWindow)
        1    0.000    0.000    0.000    0.000 managers.py:987(BlockManager)
        9    0.000    0.000    0.000    0.000 accessor.py:137(_map_and_wrap)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 std.py:329(status_printer)
        1    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repeat_vector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_conv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 average_pooling2d.py:1(<module>)
        1    0.000    0.000    0.001    0.001 average_pooling3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_pooling3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 global_average_pooling1d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 special_math.py:1(<module>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.001    0.001 state_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 input_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:163(HelpFormatter)
       22    0.000    0.000    0.000    0.000 transformer.py:187(__init__)
        2    0.000    0.000    0.056    0.028 api.py:260(_convert_actual)
        1    0.000    0.000    0.000    0.000 measurements.py:1(<module>)
        2    0.000    0.000    0.002    0.001 gen_resource_variable_ops.py:24(assign_add_variable_op)
        1    0.000    0.000    0.000    0.000 text_format.py:1759(ParseEnum)
        1    0.000    0.000    0.000    0.000 stata.py:2179(StataWriter)
        1    0.000    0.000    0.000    0.000 base_parser.py:1312(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 indexing.py:1096(_LocIndexer)
        4    0.000    0.000    0.000    0.000 nanops.py:462(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.016    0.016 inverse_qsar_cli.py:173(<listcomp>)
       28    0.000    0.000    0.000    0.000 dataclasses.py:374(<genexpr>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        5    0.000    0.000    0.000    0.000 inspect.py:2714(__str__)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 grammar_rules.py:175(_build_branch_cache)
        1    0.000    0.000    0.000    0.000 base_conv_lstm.py:359(ConvLSTM)
        1    0.000    0.000    0.000    0.000 zero_padding2d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 packer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simple_save.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 device_setter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 special_functions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 iterator_ops.py:916(_from_components)
        1    0.000    0.000    0.000    0.000 tensor_spec.py:283(BoundedTensorSpec)
        2    0.000    0.000    0.000    0.000 _defines.py:272(disclaim_key_flags)
        1    0.000    0.000    0.000    0.000 construction.py:790(to_arrays)
        4    0.000    0.000    0.000    0.000 blocks.py:2091(maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 indexing.py:1629(_get_slice_axis)
       11    0.000    0.000    0.000    0.000 range.py:946(__len__)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 up_sampling3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zero_padding1d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_pooling2d.py:1(<module>)
       42    0.000    0.000    0.000    0.000 layer_utils.py:675(expects_training_arg)
        1    0.000    0.000    0.001    0.001 xmlreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_tracer_flags.py:133(TTParameters)
        8    0.000    0.000    0.000    0.000 reaching_definitions.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 anno.py:161(dup)
        3    0.000    0.000    0.000    0.000 inference.py:266(is_dict_like)
       14    0.000    0.000    0.000    0.000 common.py:156(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        3    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        8    0.000    0.000    0.000    0.000 inspect.py:2260(_signature_from_builtin)
       28    0.000    0.000    0.000    0.000 event_pb2.py:6(<lambda>)
       12    0.000    0.000    0.000    0.000 constants.py:24(<genexpr>)
      4/2    0.000    0.000    0.016    0.008 __init__.py:124(deserialize)
        1    0.000    0.000    0.000    0.000 linear_operator_lower_triangular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_full_matrix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:310(MirroredExtended)
        1    0.000    0.000    0.000    0.000 parsing_config.py:53(RaggedFeature)
        3    0.000    0.000    0.000    0.000 series.py:565(_set_axis)
        1    0.000    0.000    0.000    0.000 base.py:158(SingleDataManager)
        1    0.000    0.000    0.000    0.000 dtype.py:20(ArrowDtype)
        1    0.000    0.000    0.000    0.000 inference.py:394(is_dataclass)
        2    0.000    0.000    0.000    0.000 cast.py:527(maybe_promote)
